Comment.ID,touchpoint_id,Analyst,Firm,Setting,Comment Sentiment,Comments,Proposed.Summary,Date,Tags,Technology,Main Competition,Primary.Spokesperson,dev_mention,acquisition_mention,Campaign
C5011,T1386,,Gartner,Verbal Comment,Advice,need message about why SCDF is not included and/or how they work together etc.,,8/3/2020,Messaging,Management (vRealize),,,0,0,
C5010,T1386,,Gartner,Verbal Comment,Advice, there is lots of confusion around what data management teams do and what dev teams do (or are responsible for); the data crew are getting their mojo back.,,8/3/2020,Strategy,Management (vRealize),,,0,0,
C5009,T1386,,Gartner,Verbal Comment,Advice,"Data teams have a lot of swagger/pull/influence right now. link data services to their need to maintain control of data so they can extract value, while supporting developers.",,8/3/2020,Messaging,Management (vRealize),,,1,0,
C5008,T1386,,Gartner,Verbal Comment,Positive,Tanzu Editions is a positive move; VMware simplifying its portfolio.,,8/3/2020,Strategy,Management (vRealize),,,0,0,
C5007,T1386,,Gartner,Verbal Comment,Advice,"Tanzu Editions - you need to more clearly articulate the differences in each Edition; also watch the personas, seems like some of these are a bit off especially wrt to Platform Operators and I&O.",,8/3/2020,Messaging,Management (vRealize),,,0,0,
C5006,T1386,,Gartner,Verbal Comment,Advice,"be careful w the ""complete path to production"" message on the Tanzu Enterprise offering - don't want people to think that the other Editions are not production ready.",,8/3/2020,Messaging,Management (vRealize),,,0,0,
C5005,T1386,,Gartner,Verbal Comment,Advice,I&O is becoming less influential so check your personas and who you are targeting w the offerings.,,8/3/2020,Strategy,Management (vRealize),,,0,0,
C5004,T1386,,Gartner,Verbal Comment,Negative,Frankly you are confusing the heck out of everyone w the Tanzu Portfolio; this should help simplify. Hope you are sending your sales people to school to learn this.,,8/3/2020,Strategy,Management (vRealize),,,0,0,
C5003,T1386,,Gartner,Verbal Comment,Neutral,while customers are showing interest in container platforms they would prefer someone else operate and manage; interested to see if you offer a managed service.,,8/3/2020,Strategy,Management (vRealize),,,0,0,
C5002,T1385,,IDC,Reports - In Progress,Neutral,"VMware’s cloud management portfolio has been rapidly expanding to address the multifaceted needs of ITOps, CloudOps, DevOps, Security and LOB personas while pivoting to a cloud-first SaaS delivery model.",,8/1/2020,Strategy,Management (vRealize),,,0,0,
C5001,T1385,,IDC,Reports - In Progress,Neutral,"With the release of vRealize V8, VMware offers consistent VM and container-based cloud configuration, automation, and analytics across on-prem subscriptions and on-demand SaaS services.",,8/1/2020,Strategy,Management (vRealize),,,0,0,
C5000,T1385,,IDC,Reports - In Progress,Advice,"The rollout of the VMware Tanzu portfolio marks an important point in the evolution of VMware's cloud management portfolio and its ability to support cloud-native applications on a number of dimensions including:

Introduction of a platform and road map for delivering consistent, converged VM and container workload and infrastructure management across on-premises and public cloud resources offers established options for transitioning operational models and staff skills to cloud-native architectures at a pace that works for the specific organization.",,8/1/2020,Strategy,Management (vRealize),,,0,0,
C4999,T1385,,IDC,Reports - In Progress,Advice,"The rollout of the VMware Tanzu portfolio marks an important point in the evolution of VMware's cloud management portfolio and its ability to support cloud-native applications on a number of dimensions including:

The ability to quickly develop and release new cloud management functionality via a shared SaaS platform can speed innovation and allow customers to access capabilities on demand for any location. This is particularly important for organizations that are forced to support remote work during uncertain times.",,8/1/2020,Strategy,All Products,,Sheldon D'Paiva,0,0,
C4998,T1385,,IDC,Reports - In Progress,Advice,"The rollout of the VMware Tanzu portfolio marks an important point in the evolution of VMware's cloud management portfolio and its ability to support cloud-native applications on a number of dimensions including:

Create a platform to support more application-aware management, automation, and governance over the longer term by taking advantage of technology acquired from Pivotal, Bitnami, and Wavefront to create a more application-aware multicloud control plane.",,8/1/2020,Strategy,Bitfusion,,Sheldon D'Paiva,0,1,
C4997,T1385,,IDC,Reports - In Progress,Advice,"VMware customers should recognize that the company’s cloud management capabilities extend well beyond VM configuration and provisioning to address containers and cloud-native workload observability, governance and cost management for on-prem and public cloud environments.",,8/1/2020,Strategy,HCI/vSAN,,Sheldon D'Paiva,0,0,
C4996,T1384,,Gartner,Verbal Comment,Neutral,"We see the markets converging. So if you took a look at the CASB MQ, you see that a lot of those vendors already own Secure Gateway and vice versa. If you look at the secure web gateway mq, you see that a lot of them already own CASB technology  - various degrees, but they own core CASB. I think it's very clear that those two markets are converging.",,7/31/2020,Adoption,Cloud Foundation,,Sheldon D'Paiva,0,0,Briefing
C4995,T1384,,Gartner,Verbal Comment,Neutral,"On our prospects in Firewall in general - would think you have a tough go against the more established firewall vendors, like the Palo Alto checkpoints. It's tough to go against them, even in these cloud environments. (we agreed as we’re targeting the things that they can’t do – EW, SASE, cloud networking)",,7/31/2020,Strategy,XDR,,Sanjay Poonen,0,0,Briefing
C4994,T1384,,Gartner,Verbal Comment,Neutral,"On Palo Alto in context of proxies – In the  past six months, we're starting to get more questions on that, they're really pushing Prisma access pretty hard. only hear it from the loyal Palo Alto customers – mid market. the customers that have been pro proxy for a long time had a bunch of bluecoat appliances on prem. They want to maintain that property model up in the cloud. Palo Alto of course, says that's the wrong approach so that I don't think that message resonates at the biggest, most sophisticated customers.",,7/31/2020,Competitive mentions/intel,SIEM,Palo Alto Networks,Sanjay Poonen,0,0,Briefing
C4993,T1384,,Gartner,Verbal Comment,Neutral,"On how the market is going to break between the two models of customers who want to manage security separately – the security first customer – and then the customers that want one tightly integrated solution: “I don't think customers have had to make that choice so far. They're getting the SD WAN from vendor A and the cloud security stack from vendor B. I think maybe the larger customers may want to stick with their cloud security provider and then in the mid-market you'll find greater reception to the single, integrated story.”",,7/31/2020,Adoption,SIEM,,Sanjay Poonen,0,0,Briefing
C4992,T1384,,Appledore,Verbal Comment,Positive,RE. the DISH deal: This is a pretty big milestone – this will be the first 5G standalone deployment that is end-to-end ORAN and virtualized.,,7/31/2020,Customer Related,SIEM,,Sanjay Poonen,0,0,
C4991,T1384,,ACG Research,Verbal Comment,Positive,"RE. DISH: With the current political climate [Huawei], this could open up tremendous opportunities for a lot of other carriers to say, ""Hey, there’s the proof of concept with VMware.""",,7/31/2020,Customer Related,SIEM,,Sanjay Poonen,0,0,
C4990,T1384,,ACG Research,Verbal Comment,Positive,"On the RAN side, the ecosystem needs a platform that the carriers can rely on, and this is a great step for you guys.",,7/31/2020,Customer Related,SIEM,,Sanjay Poonen,0,0,
C4989,T1384,,ACG Research,Social Media,Positive,RE. 5G Dish Announcement - VMW Telco Cloud is a daring new vision for network operations architecture.,,7/31/2020,Customer Related,SIEM,,Sanjay Poonen,0,0,
C4988,T1384,,Gartner,Other,Neutral,Gartner Hype Cycle for Edge Computing - Edge computing has moved from IoT-focused to a broadly considered complement to the more centralized hyperscale cloud.,,7/31/2020,Adoption,SIEM,,Sanjay Poonen,0,0,
C4987,T1384,,Gartner,Other,Neutral,"The edge role in distributed cloud and digital business ensures that despite the nascent market, technologies and architectures, edge computing is here to stay.",,7/31/2020,Adoption,SIEM,,Sanjay Poonen,0,0,
C4986,T1384,,Gartner,Other,Neutral,"Edge Hype Cycle: Technologies and models expected to mature over the next two to five years include:
- Private 5G
- Edge Blockchain 
- Edge AI software
- Cloud-tethered compute",,7/31/2020,Adoption,SIEM,,Sanjay Poonen,0,0,
C4985,T1383,,IDC,Verbal Comment,Positive,"You are getting very impressive survey data from the Spring community about the use of Reactive. Overall, the use of Reactive from the broader developer community is much lower.",,7/30/2020,Developer Strategy,SIEM,RedHat,Sanjay Poonen,1,0,
C4984,T1383,,IDC,Verbal Comment,Advice,It does seem to me that there is a need for a vendor to give a Dev focused education about Reactive programming.,,7/30/2020,Developer Strategy,SIEM,RedHat,Sanjay Poonen,0,0,
C4983,T1383,,Gartner,Verbal Comment,Positive,the DIY platforms teams are causing horror among GTP colleagues; they are attempting to recreate platforms and failing bc they are hypnotized by K8s.,,7/30/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C4982,T1383,,Gartner,Verbal Comment,Neutral,PlatformOps is getting moe attention and the answer to that is automation,,7/30/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C4981,T1383,,Gartner,Verbal Comment,Advice,Exploit the VMware customer base who are looking to merge app dev strategy w their VMware strategy.,,7/30/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C4980,T1383,,Gartner,Verbal Comment,Neutral,OpenShift is mostnly considered from the classic VMware/infrastructure and if infra is becoming less and less important cloud native app dev is becoming more important particulalry in how to manage the human aspect.,,7/30/2020,Strategy,SIEM,,Sanjay Poonen,0,0,
C4979,T1383,,Gartner,Verbal Comment,Neutral,RedHat is also way behind in the low-code space; we are getting burried in low-code inquiries.,,7/30/2020,Strategy,VMC on Dell EMC,,,0,0,
C4978,T1383,,IDC,IDC Link,Positive,"DISH's announcement that it has chosen VMware for its 5G network deployment is a strong endorsement of VMware's Telco Cloud platform",,7/30/2020,Customer Related,VMC on Dell EMC,,,0,0,
C4977,T1383,,IDC,Verbal Comment,Positive,"This is the first proof point for the industry for several cloud-native infrastructure concepts in a 5G context, the second instance of an upstart MNO adopting a revolutionary architecture inclusive of a virtualized open RAN",,7/30/2020,Customer Related,VMC on Dell EMC,,,0,0,
C4976,T1383,,IDC,Other,Neutral,"WW Carrier Multi-Access Edge Cloud Software
Forecast, 2020–2024: Tech Suppliers should prepare for a more software-centric carrier network infrastructure as CSPs continue to drive a virtualized/containerized software-centric architecture in their quest for a more flexible and agile end-to-end network.",,7/30/2020,Adoption,VMC on X,,,0,0,
C4975,T1383,,IDC,Other,Neutral,"WW Carrier Multi-Access Edge Cloud Software Forecast, 2020–2024: Architect the edge clouds for a cloud-native future and consider IaaS alternatives to ensure they take maximum benefit in terms of agility, flexibility, and efficiency from the migration.",,7/30/2020,Adoption,Avi Networks,,Tom Gillis,0,0,
C4974,T1383,,IDC,Other,Neutral,"WW Carrier Multi-Access Edge Cloud Software Forecast, 2020–2024: Provide performance and test use cases for virtualization of services (VNFs) for edge routing platforms and service scalability.",,7/30/2020,Adoption,Avi Networks,,Tom Gillis,0,0,
C4973,T1382,,Gartner,Verbal Comment,Advice,"(Wrt Cloud Universal Subscription) A useful value prop is to really have a more flexible cloud journey. A lot of customers aren't good at predicting how quickly their migration will take place. This allows them to shift between models in a period of time without any penalty. Customers are historically terrible, especially if they aren't working with a good systems integrator during their migration. Sometimes the migration is much faster, but sometimes it's slower. This is helpful in that regard.",,7/29/2020,Customer Related,Avi Networks,,Tom Gillis,0,0,
C4972,T1382,,Gartner,Verbal Comment,Advice,"(Wrt Cloud Universal Subscription) In this pandemic, we are seeing some interesting things. For instance, there are a whole bunch of customers who have on premises data centers, can't have those workloads on premises, because they physically weren't able to access those data centers, because of lock-down controls where data centers were not considered to be critical infrastructure. Those people have moved their workloads into the cloud, or in a bare-metal solution, or into VMC or IBM VCF solution. They would probably like to bring those workloads back to equipment on prem, but just as importantly, they want to be able to go back into the cloud if they need to, because who knows if the lock-down restrictions will show up again.",,7/29/2020,Customer Related,Avi Networks,,Tom Gillis,0,0,
C4971,T1382,,Gartner,Verbal Comment,Advice,COVID changed the world pretty significantly,,7/29/2020,BC/COVID-19,Avi Networks,,Tom Gillis,0,0,
C4970,T1382,,Gartner,Verbal Comment,Advice,"Cloud adoption is being driven by pandemic, especially in laggards, and those convinced they couldn’t go to the cloud because of regulatory constraints",,7/29/2020,BC/COVID-19,Edge,,Shekar Ayyar,0,0,
C4969,T1382,,Gartner,Verbal Comment,Advice,MSFT was a beneficiary of COVID with Teams,,7/29/2020,BC/COVID-19,Edge,Microsoft,Shekar Ayyar,0,0,
C4968,T1382,,Gartner,Verbal Comment,Advice,"Customers quickly discovered vendors could reach basic security and regulatory requirements, which Security teams claimed could not be done prior to COVID. 
Security teams are being leaned on less. Bringing on cloud security specialists.",,7/29/2020,BC/COVID-19,Edge,,Shekar Ayyar,0,0,
C4967,T1382,,Gartner,Verbal Comment,Advice,"Seeing moves to bare metal, especially IBM and Oracle.",,7/29/2020,Strategy,Edge,,Shekar Ayyar,0,0,
C4966,T1382,,Gartner,Verbal Comment,Advice,Customers are concerned about resurgence of COVID,,7/29/2020,BC/COVID-19,Edge,,Shekar Ayyar,0,0,
C4965,T1382,,Gartner,Verbal Comment,Advice,"Once in cloud, customers think about transformation, optimization.",,7/29/2020,Strategy,Edge,,Shekar Ayyar,0,0,
C4964,T1382,,Gartner,Verbal Comment,Advice,Customers who didn’t think they needed agility are rethinking. Need to be able to react to unpredictable moments.,,7/29/2020,Strategy,Edge,,Shekar Ayyar,0,0,
C4963,T1382,,Gartner,Verbal Comment,Advice,"Building ad-hoc apps, surge of low code platforms to rapidly build apps that are not complex. HC status application or EE reporting.",,7/29/2020,Strategy,Edge,,Shekar Ayyar,0,0,
C4962,T1382,,Gartner,Verbal Comment,Advice,Seeing trend to tighter control and governance around applications. # of providers that customers are using is shrinking. Even as composable apps are driving more developer services. Org struggle around middleware.,,7/29/2020,Strategy,Edge,,Shekar Ayyar,1,0,
C4961,T1382,,Gartner,Verbal Comment,Advice,Marketplace is interesting idea. Customers know what they want to adopt. They need things surfaced from an education perspective vs a single buying center.,,7/29/2020,Strategy,Edge,,Shekar Ayyar,0,0,
C4960,T1382,,Gartner,Verbal Comment,Advice,Stricter governance is a broader trend right now.,,7/29/2020,Strategy,VMC on AWS,,,0,0,
C4959,T1382,,Gartner,Verbal Comment,Advice,"Clients are overwhelmed. Focusing on getting really good at managing one provider, expand to two providers. And then they will deal with the rest of their providers – with basic governance.",,7/29/2020,Strategy,Octarine,,Tom Gillis,0,0,
C4958,T1382,,Gartner,Verbal Comment,Advice,Amazon remains dominant,,7/29/2020,Strategy,Avi Networks,AWS/Amazon,Tom Gillis,0,0,
C4957,T1382,,Gartner,Verbal Comment,Advice,"Late adopters are MSFT shops. VMW is only other major technology provider besides MSFT for late adopters. 
Much less diverse than early adopters.",,7/29/2020,Strategy,Networking,Microsoft,Tom Gillis,0,0,
C4956,T1382,,Gartner,Verbal Comment,Advice,IBM and Google have same strategy – go after laggards on mainframe.,,7/29/2020,Strategy,Security,IBM,Steve DeJarnett,0,0,
C4955,T1382,,Gartner,Verbal Comment,Advice,"Google getting traction in data and analytics. AI/ML, rogue adoption from data scientists. 
Unidentified danger – once pull org data into cloud platform, that becomes a magnetic well.",,7/29/2020,Strategy,Security,Google,Steve DeJarnett,0,0,
C4954,T1382,,Gartner,Verbal Comment,Advice,"Google also pulling out all stops to win enterprise 
Unconcerned about immediate profitability. Want 3 year commit for cloud migration. Don't care if customers do migration, as long as they get their $$.",,7/29/2020,Strategy,Telco-Cloud,Google,Sachin Katti,0,0,
C4953,T1382,,Gartner,Verbal Comment,Advice,Google Sales experience is awful. Hunt the whale and then won’t talk to customers post sale.,,7/29/2020,Strategy,Tanzu Application Catalog,Google,Brad Bock,0,0,
C4952,T1382,,Gartner,Verbal Comment,Advice,"Seeing more Oracle—specific technology. 
No longer giving up workloads that sit around the database. Emerging as what may be a competitive provider.",,7/29/2020,Strategy,Tanzu Application Catalog,Oracle,brad bock,0,0,
C4951,T1382,,Gartner,Verbal Comment,Advice,Interest in Oracle Cloud Infrastructure (OCI) in dedicated regions. Customers are calling Gartner about it. Will compete with Outposts,,7/29/2020,Strategy,Tanzu Mission Control,Oracle,,0,0,
C4950,T1382,,Gartner,Verbal Comment,Advice,IBM faded off radar screen,,7/29/2020,Strategy,Telco-Cloud,IBM,Sachin Katti,0,0,
C4949,T1382,,Gartner,Verbal Comment,Advice,Apple is building an increasing number of services for IOS developers. Doubt they will be a competitive cloud provider. Made big effort 2 years ago. Hired folks from google – hasn’t been successful. Apple so wrapped up in devices – this is peripheral market for them.,,7/29/2020,Strategy,Cloud Foundation,Apple,Doug Harvey,1,0,
C4948,T1382,,Gartner,Verbal Comment,Positive,"I actually quite like 'Hybrid Cloud OS' (possible new description of vSphere). It matches what you’re doing. The one company I can confidently tell clients about who can actually, truly do hybrid cloud, enable hybrid cloud, you can literally lift and shift the workload from here to there and have it run without doing anything, is VMware. You can do that. I don’t know of many other companies that can actually do that, not consistently and not like you can across the 4 biggest clouds in the world.",,7/29/2020,Messaging,All Products,,Doug Harvey,0,0,
C4947,T1382,,Gartner,Verbal Comment,Neutral,"Developers have been going elsewhere to meet their needs not just because IT’s slow, but it also has to do with the developer tool chain. Developers really care physically where their stuff ends up. It’s more that when they feed stuff into the dev ops tool chain, it will end up in the cloud because that’s the location of the tool chain.",,7/29/2020,Developer Strategy,Management (vRealize),,,1,0,
C4946,T1382,,Gartner,Verbal Comment,Advice,"Prefers the messaging that vSphere 7 with Tanzu is the “easiest” rather than “fastest” way to deploy Kubernetes in the enterprise, because it’s using a lot of what vCenter administrators are already familiar with. That leverages VMware’s strengths.",,7/29/2020,Messaging,Carbon Black Cloud,,,0,0,
C4945,T1382,,Gartner,Verbal Comment,Advice,"Need to continue marketing to our existing VMware operator base. The message, ‘we’re helping to upskill you to something else’, the new shiny “DevOpsy” thing, is a good message to go out with to that audience. But also market to developers.",,7/29/2020,Strategy,Carbon Black Cloud,,,1,0,
C4944,T1382,,Gartner,Verbal Comment,Advice,"Developers don’t care where the tool chain ends up, but they drive the tool chain vendors, who will not develop to VMware if developers are not saying that VMware is a platform that we need to go to. Developers are talking about, “we develop on cloud, we develop on Google, AWS, Azure."" The tool chain vendors therefore target those platforms. If devs don’t start talking about ending up on a  VMware platform, the tool chain vendors won't be interested. Thinks MAPBU needs to lead the discussion with developers, but CPBU needs to be part of that messaging.",,7/29/2020,Strategy,Carbon Black Cloud,,,1,0,
C4943,T1382,,Gartner,Verbal Comment,Neutral,"RedHat/IBM/OpenShift, they’re a big hybrid cloud play more like you are. Anthos and Ark are more a Hybrid Cloud management plane.",,7/29/2020,Competitive mentions/intel,Tanzu Data Services,IBM/Red Hat,glithero,0,0,
C4942,T1382,,Gartner,Verbal Comment,Positive,"From my perspective, which is more of a VMware operator, I love the messaging from an operator perspective. It allows you to bring those operators up into this DevOps-y world without changing their existing skillset. And that’s really your advantage in this space. It’s all around the management plane and control of the management plane, and by offering that vCenter management plane to your existing VMware administrators, you’re giving that very, very loyal audience the ability to move on to Kubernetes and provide the infrastructure to actually deliver something to the dev ops teams and keep them relevant as well.",,7/29/2020,Messaging,Tanzu Data Services,,glithero,0,0,
C4941,T1382,,Gartner,Verbal Comment,Advice,"Regarding repositioning vSphere, possibly as the Hybrid Cloud Operating System, ""There is a need to make a change (in the description of vSphere). Just having a type 1 hypervisor is not the way forward."" ... However, “To call it the hybrid cloud OS, you’re going to need a little bit more than just … virtualization and containers. You’d have to pre-announce all the plug-ins, or you wait. I think announcing it at VMworld would be a little premature. You’d have to do a lot of work to get that message out effectively and have some back up for it. If you don’t have backup it will just fall flat.”",,7/29/2020,Strategy,Tanzu Data Services,,glithero,0,0,
C4940,T1382,,Gartner,Verbal Comment,Advice,"Regarding different target customers of vSphere with Tanzu vs VCF with Tanzu, it’s not just the number of deployments (a customer has), it’s also a different persona. For those willing to go full-stack HCI and those who are not, I think that’s the biggest differentiation between vSphere with Tanzu and VCF with Tanzu. I would say it’s also the potential to go to the hybrid cloud. If you want to go to Hybrid Cloud, you probably need to go the VCF route. ... In addition to scale and persona, it’s hybrid cloud affinity. How ready they are for the portability of the hybrid cloud. If you’re staying on prem and don’t have any aspirations for hybrid cloud, vSphere with Tanzu is fine for you. ... Like the hype cycle, talk about Incremental (Easy to implement, but won’t give you as much benefit), vs Transformational: (Big jump, but also more benefit.)",,7/29/2020,Customer Related,Tanzu Data Services,,glithero,0,0,
C4939,T1382,,Gartner,Verbal Comment,Advice,"For how to refer to vSphere, I like the idea of “abstraction platform” so you don’t care what’s the underlying infrastructure. It can be a single server, it can be composable, it can be traditional, HCI, whatever. This is an abstraction platform, an abstraction OS, something like that.  Virtualization is VMs.... Abstraction is a very powerful way to tell people that you are the only ones who are really decoupling deployment or hardware from the stack up above it.",,7/29/2020,Messaging,Tanzu,,Scott Buchanan,0,0,
C4938,T1382,,Gartner,Verbal Comment,Positive,"Regarding hybrid cloud, “It’s been abused. But to your point, no one else actually has it. So I think if anyone gets to use it, it would be you.”",,7/29/2020,Messaging,Tanzu,,Scott Buchanan,0,0,
C4937,T1381,,Gartner,Verbal Comment,Neutral,"seen companies unwilling to pay for boxes, seen them for the senior executives, but we haven't seen it for mass deployment (Velo devices at home)",,7/28/2020,BC/COVID-19,Tanzu,,Scott Buchanan,0,0,ALB briefing
C4936,T1381,,Gartner,Verbal Comment,Neutral,We're getting load balancer calls again and a lot of them are refresh calls in some of them is new stuff. So we're trying to get our arms around what's going on in this market and we're seeing a re-energized camp out there really going on at it.,,7/28/2020,Adoption,Tanzu,,Scott Buchanan,0,0,ALB briefing
C4935,T1381,,Gartner,Verbal Comment,Neutral,"Seeing that Cisco is not pitching ACI anymore, leading with DCNM Plus, doing segmentation using
Tetration. they found out that the TCAMs are too small  - they go into an account that’s dragging a bunch of ugly old firewall rules in and they recompile them and dumped them into ACI and blow up the TCAM.",,7/28/2020,Competitive mentions/intel,Tanzu,Cisco,Scott Buchanan,0,0,ALB briefing
C4934,T1381,,Gartner,Verbal Comment,Positive,"(Wrt Cloud Universal Subscription) In terms of the fluidity of VMC and on prem, I think that's awesome.",,7/28/2020,Pricing/packaging,Tanzu App Service,,Ian Andrews,0,0,
C4933,T1381,,Gartner,Verbal Comment,Positive,"(Wrt Cloud Universal Subscription) Makes perfect sense. I'm getting clients now, especially with COVID, who are concerned about long-term on prem or long-term off prem contracts. The flexibility or exit strategy is a good thing.",,7/28/2020,Pricing/packaging,Management (vRealize),,,0,0,
C4932,T1381,,Gartner,Verbal Comment,Advice,"(Wrt Cloud Universal Subscription) The multi-cloud aspect of this - it would be a little more feather in the cap if you could say, ""And we're working with IBM or Dell or something."" If it comes across that this is strictly AWS and VMC on Dell, I get that, but it's not going to get the multi-cloud feather.",,7/28/2020,Partnerships,Management (vRealize),,,0,0,
C4931,T1381,,Gartner,Verbal Comment,Advice,"(Wrt Cloud Universal Subscription) From a marketing perspective, water it down, so it doesn't sound like it's only an AWS thing. This is your offering now and you're looking at others in the future, or something like that.",,7/28/2020,Messaging,Management (vRealize),,,0,0,
C4930,T1381,,Gartner,Verbal Comment,Positive,"(Wrt Cloud Universal Subscription) Based on my conversations with my clients, this hits the point with the IT operators audience. I think that flexibility and consumption base in general, we are seeing interest in that increase in COVID. That will only continue. That's all good. I don't really see this influence developers and maybe you can build that up over time, but I see this hit IT operators and existing apps. ""How do I re-host my old stuff?""",,7/28/2020,Messaging,Management (vRealize),,,1,0,
C4929,T1381,,Gartner,Verbal Comment,Positive,"(Wrt Cloud Universal Subscription) I think the name ""universal"" covers that pretty well. It's really interesting, and I'm glad to see this kind of flexibility. Our clients will like it. I'm also seeing a huge interest in VMC and this will accelerate that.",,7/28/2020,Messaging,Management (vRealize),,,0,0,
C4928,T1381,,Gartner,Verbal Comment,Advice,"zScaler
•	Doesn’t have SD-WAN but partner with all leading SD-WAN vendors
•	Weakness is CASB – offering limited CASB
•	Limited adoption to date for zscaler CASB
•	SWG – see a lot more zScaler
•	Most customers are calling about zScaler SWG (except those tied to physical bluecoat proxy appliances)
•	Wins hands down in GTM 
•	Best way to displace Blue Coat appliance is getting in at c-level. Tier I ISPs and global MSP are getting zScaler in at that c-level",,7/28/2020,Strategy,Management (vRealize),zScaler,,0,0,
C4927,T1381,,Gartner,Verbal Comment,Advice,"Netskope
•	Strong on CASB 
•	Going after SWG for 2 years. Gartner finally hearing from customers about them for SWG 
•	Not on MQ because they didn’t meet criteria – too small. 
•	Definitely player this year 
•	Done good job with new edge messaging
•	Unproven on SWG side. 
•	Solid references on SWG side 
•	Looking at them closely for inclusion in next SWG MQ
•	Newer to this market – not everyone of their customers are looking at their SWG
•	Good install base on CASB and see them bundling two together",,7/28/2020,Strategy,Networking,NetSkope,Tom Gillis,0,0,
C4926,T1381,,Gartner,Verbal Comment,Advice,"Menlo 
•	Interesting
•	Not seeing volume 
•	Not on short lists 
•	GTM issue – limited resources
•	Don’t offer CASB",,7/28/2020,Strategy,Networking,,Tom Gillis,0,0,
C4925,T1381,,Gartner,Verbal Comment,Advice,"Microsoft is OEM'ing a CASB to everyone. However, don't see them getting into the SWG market",,7/28/2020,Competitive mentions/intel,Networking,Microsoft,Tom Gillis,0,0,
C4924,T1381,,Gartner,Verbal Comment,Advice,SWG is not reaching maturity. SWG is more about operational excellence than a feature set.,,7/28/2020,Strategy,Networking,,Tom Gillis,0,0,
C4923,T1381,,Gartner,Verbal Comment,Advice,SWG market is getting competitive. PAN is pushing aggressively. Market is evolving. SASE playing a role.,,7/28/2020,Strategy,Telco,Palo Alto Networks,Sachin Katti,0,0,
C4922,T1381,,Gartner,Verbal Comment,Advice,These SWG and CASB are the two most strategic decisions that customers will make. SWG is more strategic than CASB,,7/28/2020,Strategy,Telco,,Sachin Katti,0,0,
C4921,T1381,,Gartner,Verbal Comment,Advice,SWG and SD-WAN projects are typically done together.,,7/28/2020,Strategy,Telco,,Sachin Katti,0,0,
C4920,T1381,,Gartner,Verbal Comment,Advice,"Hear complaints from customers that painful if SWG is not running properly. Latency, bad user experience is when will switch vendors.",,7/28/2020,Strategy,Telco,,Sachin Katti,0,0,
C4919,T1381,,Gartner,Verbal Comment,Advice,"Cisco sweet spot for SWG is mid-market.
Hasn’t made a big splash in inquiries",,7/28/2020,Strategy,Edge,Cisco,,0,0,
C4918,T1381,,Gartner,Verbal Comment,Advice,"PAN is a Mid-market  solution. Larger Enterprises are conditioned to want proxy to cloud – preference. 
Zscaler is beating PAN already, where Cisco is not",,7/28/2020,Strategy,Edge,Palo Alto Networks,,0,0,
C4917,T1381,,Forrester,Verbal Comment,Positive,there is an opportunity and interest in reactive as a way to deliver high performance Java on K8s. there is a lot of affinity for reactrive in event driven and serverless and the opportunity to do this on K8s w Tanzu.,,7/28/2020,Strategy,Edge,,,0,0,
C4916,T1381,,Gartner,Verbal Comment,Advice,Customers are looking for velocity in Network Automation.  Need speed with direction.  Need velocity in every stage. We are seeing a desire to enable velocity.  First is it applying Automation to manual processes.  Also allowing federated use of network resources for the business needs. DevOps also comes into play here for velocity of delivery.,,7/28/2020,Customer Related,Spring,,ben hale,0,0,
C4915,T1381,,Gartner,Verbal Comment,Advice,"Clients are looking to provide very targeted automation in networks.  In some cases, they invest organically in their teams and develop automation (allows to control rate of adoption by rate of invention). Hears about vRealize for Automation from virtualization administrators but they don’t always get along with network team.",,7/28/2020,Customer Related,Spring,,ben hale,0,0,
C4914,T1381,,Gartner,Verbal Comment,Advice,"In Network Automtion, OpenSource (ie. Terraform) is from the Dev team.  Terraform is for public clouds, not anything else. Does not have attributes to work on-prem. Not as active in the space. Hashi is not a primary vendor for the enterprise use case in the space.",,7/28/2020,Competitive mentions/intel,Tanzu,,ian andrews,0,0,
C4913,T1381,,Gartner,Verbal Comment,Advice,"In Network Automation, Ansible has a low barrier for entry to make useable.  Vendors that they work with them have made investments in it.  Not being used for advanced use cases (only basic automation or testing) as it quickly runs out to the bottom of the box. It’s execution focused, not good for reporting or analysis. Some plug Ansible into Rundeck (or ServiceNow) to get broader automation.  Heard some using vRealize Orchestration to glue it all together.",,7/28/2020,Competitive mentions/intel,Tanzu,,ian andrews,0,0,
C4912,T1381,,Gartner,Verbal Comment,Advice,"2 primary personas for Network Automation: Network organization and consumer of network services.

Use cases: How do I fix something when it breaks and how do I make changes.  It’s an engineering role (can be a Network Engineer).",,7/28/2020,Use cases,Tanzu,,ian andrews,0,0,
